postcode,suburb,state,abbrev_state,lat,lon,zone
3318,Kadnook,Victoria,VIC,-37.0255,141.3217,3
3318,Connewirricoo,Victoria,VIC,-37.2,141.4667,4
3318,Ullswater,Victoria,VIC,-36.9667,141.3833,4
3318,Langkoop,Victoria,VIC,-37.1,141.0333,4
3318,Patyah,Victoria,VIC,-36.9,141.2333,4
3318,Charam,Victoria,VIC,-36.95,141.5167,4
3319,Bringalbert,Victoria,VIC,-36.85,141.1667,4
3319,Apsley,Victoria,VIC,-36.9667,141.0833,4
3319,Benayeo,Victoria,VIC,-36.9,141.05,4
3321,Hesse,Victoria,VIC,-38.1009,144.0575,3
3321,Inverleigh,Victoria,VIC,-38.1018,144.0513,4
3321,Wingeel,Victoria,VIC,-38.1009,144.0575,3
3322,Cressy,Victoria,VIC,-38.0333,143.6333,4
3323,Foxhow,Victoria,VIC,-38.05,143.4667,4
3323,Duverney,Victoria,VIC,-38.0167,143.5667,4
3323,Berrybank,Victoria,VIC,-37.9833,143.4833,4
3324,Lismore,Victoria,VIC,-37.9527,143.3378,4
3324,Mount Bute,Victoria,VIC,-37.8667,143.4167,4
3324,Mingay,Victoria,VIC,-37.8333,143.3167,4
3325,Derrinallum,Victoria,VIC,-37.9479,143.2203,4
3325,Vite Vite North,Victoria,VIC,-37.7833,143.2,4
3325,Vite Vite,Victoria,VIC,-37.8833,143.1667,4
3325,Larralea,Victoria,VIC,-37.8715,143.1957,3
3328,Teesdale,Victoria,VIC,-38.0333,144.05,4
3329,Shelford,Victoria,VIC,-38.0167,143.9667,4
3329,Barunah Park,Victoria,VIC,-38.0167,143.9667,3
3329,Barunah Plains,Victoria,VIC,-38.0167,143.9667,3
3330,Rokewood,Victoria,VIC,-37.9,143.7167,4
3331,She Oaks,Victoria,VIC,-37.9,144.1333,4
3331,Sutherlands Creek,Victoria,VIC,-37.9176,144.1721,3
3331,Maude,Victoria,VIC,-37.95,144.1667,4
3331,Steiglitz,Victoria,VIC,-37.8833,144.1833,4
3331,Russells Bridge,Victoria,VIC,-38.0166,144.1818,3
3331,Gheringhap,Victoria,VIC,-38.0833,144.2333,4
3331,Bannockburn,Victoria,VIC,-38.0489,144.1688,4
3332,Lethbridge,Victoria,VIC,-37.9657,144.1357,4
3333,Bamganie,Victoria,VIC,-37.9333,143.9833,4
3333,Meredith,Victoria,VIC,-37.8454,144.0774,4
3334,Bungal,Victoria,VIC,-37.7889,144.0333,3
3334,Elaine,Victoria,VIC,-37.7833,144.0333,4
3334,Mount Doran,Victoria,VIC,-37.7889,144.0333,3
3334,Morrisons,Victoria,VIC,-37.7833,144.1,4
3334,Cargerie,Victoria,VIC,-37.8,143.9667,4
3335,Plumpton,Victoria,VIC,-37.687,144.6908,4
3335,Rockbank,Victoria,VIC,-37.7335,144.67,4
3337,Melton,Victoria,VIC,-37.6834,144.5854,4
3337,Melton West,Victoria,VIC,-37.6785,144.5688,4
3337,Kurunjang,Victoria,VIC,-37.6759,144.5969,4
3337,Toolern Vale,Victoria,VIC,-37.6,144.6,4
3338,Brookfield,Victoria,VIC,-37.7008,144.5603,4
3338,Eynesbury,Victoria,VIC,-37.8004,144.5746,4
3338,Melton South,Victoria,VIC,-37.7077,144.5749,4
3338,Exford,Victoria,VIC,-37.7259,144.53,4
3340,Staughton Vale,Victoria,VIC,-37.85,144.2833,4
3340,Balliang East,Victoria,VIC,-37.7833,144.45,4
3340,Hopetoun Park,Victoria,VIC,-37.6928,144.501,4
3340,Balliang,Victoria,VIC,-37.8333,144.3667,4
3340,Bacchus Marsh,Victoria,VIC,-37.6727,144.4383,4
3340,Merrimu,Victoria,VIC,-37.6576,144.4535,4
3340,Parwan,Victoria,VIC,-37.705,144.4699,4
3340,Maddingley,Victoria,VIC,-37.6852,144.4324,4
3340,Darley,Victoria,VIC,-37.6581,144.4434,4
3340,Coimadai,Victoria,VIC,-37.6167,144.4667,4
3340,Long Forest,Victoria,VIC,-37.6727,144.514,4
3340,Glenmore,Victoria,VIC,-37.7127,144.3185,4
3340,Rowsley,Victoria,VIC,-37.7199,144.3727,4
3341,Korobeit,Victoria,VIC,-37.5465,144.313,3
3341,Dales Creek,Victoria,VIC,-37.5226,144.298,4
3341,Myrniong,Victoria,VIC,-37.6167,144.35,4
3341,Pentland Hills,Victoria,VIC,-37.6632,144.4085,4
3341,Greendale,Victoria,VIC,-37.5603,144.2968,4
3342,Colbrook,Victoria,VIC,-37.6426,144.2293,3
3342,Beremboke,Victoria,VIC,-37.7833,144.25,4
3342,Ballan,Victoria,VIC,-37.5999,144.2289,4
3342,Fiskville,Victoria,VIC,-37.6819,144.2264,4
3342,Mount Wallace,Victoria,VIC,-37.75,144.2167,4
3342,Bunding,Victoria,VIC,-37.5167,144.1667,4
3342,Durdidwarrah,Victoria,VIC,-37.6426,144.2293,3
3342,Blakeville,Victoria,VIC,-37.5167,144.2167,4
3342,Ingliston,Victoria,VIC,-37.65,144.3,4
3345,Gordon,Victoria,VIC,-37.5823,144.1093,4
3350,Brown Hill,Victoria,VIC,-37.55,143.9,4
3350,Black Hill,Victoria,VIC,-37.55,143.8667,4
3350,Ballarat,Victoria,VIC,-37.5662,143.8496,4
3350,Lake Wendouree,Victoria,VIC,-37.5499,143.8473,4
3350,Bakery Hill,Victoria,VIC,-37.5635,143.8658,4
3350,Mount Pleasant,Victoria,VIC,-37.5833,143.8667,4
3350,Ballarat Central,Victoria,VIC,-37.5621,143.8508,4
3350,Golden Point,Victoria,VIC,-37.5749,143.8687,4
3350,Mount Helen,Victoria,VIC,-37.6246,143.8789,4
3350,Nerrina,Victoria,VIC,-37.55,143.8833,4
3350,Sovereign Hill,Victoria,VIC,-37.5677,143.8786,3
3350,Mount Clear,Victoria,VIC,-37.6,143.8833,4
3350,Canadian,Victoria,VIC,-37.5761,143.8774,4
3350,Alfredton,Victoria,VIC,-37.5667,143.8167,4
3350,Invermay Park,Victoria,VIC,-37.5306,143.858,4
3350,Eureka,Victoria,VIC,-37.5647,143.8826,4
3350,Ballarat North,Victoria,VIC,-37.5369,143.8624,3
3350,Redan,Victoria,VIC,-37.5765,143.8386,4
3350,Ballarat West,Victoria,VIC,-37.5677,143.8786,3
3350,Ballarat East,Victoria,VIC,-37.5667,143.8667,4
3350,Soldiers Hill,Victoria,VIC,-37.5496,143.8587,4
3350,Lucas,Victoria,VIC,-37.5536,143.7717,4
3350,Newington,Victoria,VIC,-37.564,143.8276,4
3351,Chepstowe,Victoria,VIC,-37.5833,143.5,4
3351,Carngham,Victoria,VIC,-37.5833,143.5833,4
3351,Springdallah,Victoria,VIC,-37.7667,143.6333,4
3351,Lake Bolac,Victoria,VIC,-37.7126,142.8396,4
3351,Streatham,Victoria,VIC,-37.6667,143.0667,4
3351,Cape Clear,Victoria,VIC,-37.7833,143.6167,4
3351,Ross Creek,Victoria,VIC,-37.65,143.75,4
3351,Newtown,Victoria,VIC,-37.7,143.65,4
3351,Snake Valley,Victoria,VIC,-37.6116,143.585,4
3351,Bo Peep,Victoria,VIC,-37.6967,143.5151,3
3351,Westmere,Victoria,VIC,-37.6833,142.9667,4
3351,Smythes Creek,Victoria,VIC,-37.6,143.7833,4
3351,Illabarook,Victoria,VIC,-37.8333,143.6667,4
3351,Mount Emu,Victoria,VIC,-37.6967,143.5151,3
3351,Staffordshire Reef,Victoria,VIC,-37.75,143.7,4
3351,Wallinduc,Victoria,VIC,-37.8667,143.5167,4
3351,Hillcrest,Victoria,VIC,-37.6167,143.6333,4
3351,Smythesdale,Victoria,VIC,-37.6431,143.6862,4
3351,Nintingbool,Victoria,VIC,-37.6167,143.7167,4
3351,Scarsdale,Victoria,VIC,-37.65,143.6667,4
3351,Berringa,Victoria,VIC,-37.7667,143.7,4
3351,Pitfield,Victoria,VIC,-37.8,143.6,4
3351,Rokewood Junction,Victoria,VIC,-37.85,143.6833,4
3351,Mininera,Victoria,VIC,-37.6,142.9667,4
3351,Piggoreet,Victoria,VIC,-37.7167,143.6333,4
3351,Haddon,Victoria,VIC,-37.6,143.7167,4
3351,Nerrin Nerrin,Victoria,VIC,-37.7667,143.0167,4
3352,Mount Rowan,Victoria,VIC,-37.5,143.85,4
3352,Mount Bolton,Victoria,VIC,-37.558,143.8518,3
3352,Bunkers Hill,Victoria,VIC,-37.5716,143.746,4
3352,Weatherboard,Victoria,VIC,-37.4333,143.6667,4
3352,Waubra,Victoria,VIC,-37.3667,143.65,4
3352,Chapel Flat,Victoria,VIC,-37.558,143.8518,3
3352,Blowhard,Victoria,VIC,-37.4333,143.8,4
3352,Gong Gong,Victoria,VIC,-37.55,143.9333,4
3352,Dereel,Victoria,VIC,-37.8167,143.7667,4
3352,Ballarat Roadside Delivery,Victoria,VIC,-37.558,143.8518,3
3352,Wattle Flat,Victoria,VIC,-37.4667,143.95,4
3352,Enfield,Victoria,VIC,-37.7281,143.7945,4
3352,Dean,Victoria,VIC,-37.45,143.9833,4
3352,Navigators,Victoria,VIC,-37.6167,143.9333,4
3352,Bolwarrah,Victoria,VIC,-37.5167,144.1,4
3352,Mount Egerton,Victoria,VIC,-37.6333,144.1,4
3352,Lamplough,Victoria,VIC,-37.1333,143.5167,4
3352,Langi Kal Kal,Victoria,VIC,-37.558,143.8518,3
3352,Clarkes Hill,Victoria,VIC,-37.4833,143.9833,4
3352,Claretown,Victoria,VIC,-37.558,143.8518,3
3352,Bullarook,Victoria,VIC,-37.5277,143.9976,4
3352,Bungaree,Victoria,VIC,-37.5667,144,4
3352,Magpie,Victoria,VIC,-37.6167,143.85,4
3352,Lexton,Victoria,VIC,-37.2667,143.5167,4
3352,Bonshaw,Victoria,VIC,-37.604,143.8226,4
3352,Ercildoune,Victoria,VIC,-37.558,143.8518,3
3352,Clarendon,Victoria,VIC,-37.7,143.9667,4
3352,Millbrook,Victoria,VIC,-37.5833,144.05,4
3352,Barkstead,Victoria,VIC,-37.45,144.1,4
3352,Cardigan,Victoria,VIC,-37.5333,143.75,4
3352,Yendon,Victoria,VIC,-37.6333,143.9667,4
3352,Miners Rest,Victoria,VIC,-37.4808,143.8011,4
3352,Garibaldi,Victoria,VIC,-37.7333,143.8833,4
3352,Glenbrae,Victoria,VIC,-37.35,143.5667,4
3352,Addington,Victoria,VIC,-37.3833,143.6833,4
3352,Wallace,Victoria,VIC,-37.55,144.05,4
3352,Lal Lal,Victoria,VIC,-37.6833,144.0333,4
3352,Mount Mercer,Victoria,VIC,-37.8167,143.85,4
3352,Durham Lead,Victoria,VIC,-37.7,143.8833,4
3352,Glen Park,Victoria,VIC,-37.558,143.8518,3
3352,Corindhap,Victoria,VIC,-37.8833,143.7333,4
3352,Grenville,Victoria,VIC,-37.7667,143.8833,4
3352,Napoleons,Victoria,VIC,-37.6667,143.8333,4
3352,Pootilla,Victoria,VIC,-37.5167,143.9667,4
3352,Burrumbeet,Victoria,VIC,-37.4667,143.6667,4
3352,Dunnstown,Victoria,VIC,-37.6,143.9833,4
3352,Sulky,Victoria,VIC,-37.4667,143.8667,4
3352,Scotchmans Lead,Victoria,VIC,-37.558,143.8518,3
3352,Cambrian Hill,Victoria,VIC,-37.6333,143.8333,4
3352,Werneth,Victoria,VIC,-37.95,143.6167,4
3352,Windermere,Victoria,VIC,-37.4833,143.7167,4
3352,Springbank,Victoria,VIC,-37.531,144.0574,4
3352,Brewster,Victoria,VIC,-37.4833,143.5167,4
3352,Mitchell Park,Victoria,VIC,-37.5069,143.7798,4
3352,Warrenheip,Victoria,VIC,-37.5667,143.9333,4
3352,Invermay,Victoria,VIC,-37.5164,143.8818,4
3352,Scotsburn,Victoria,VIC,-37.6667,143.9333,4
3352,Cardigan Village,Victoria,VIC,-37.5109,143.7062,4
3352,Learmonth,Victoria,VIC,-37.4188,143.7122,4
3352,Mollongghip,Victoria,VIC,-37.4833,144.0333,4
3352,Leigh Creek,Victoria,VIC,-37.5667,143.9667,4
3353,Ballarat,Victoria,VIC,-37.5662,143.8496,4
3354,Ballarat Mc,Victoria,VIC,-37.5987,143.7607,3
3354,Bakery Hill,Victoria,VIC,-37.5635,143.8658,4
3355,Wendouree Village,Victoria,VIC,-37.5314,143.8286,3
3355,Wendouree,Victoria,VIC,-37.55,143.8333,4
3355,Mitchell Park,Victoria,VIC,-37.5069,143.7798,4
3355,Lake Gardens,Victoria,VIC,-37.5463,143.8165,4
3356,Delacombe,Victoria,VIC,-37.5891,143.8147,4
3356,Sebastopol,Victoria,VIC,-37.5853,143.8395,4
3357,Buninyong,Victoria,VIC,-37.6502,143.8839,4
3360,Happy Valley,Victoria,VIC,-37.7167,143.6,4
3360,Pittong,Victoria,VIC,-37.6667,143.4833,4
3360,Linton,Victoria,VIC,-37.6863,143.5629,4
3360,Willowvale,Victoria,VIC,-37.8,143.4667,4
3360,Mannibadar,Victoria,VIC,-37.7667,143.5,4
3361,Carranballac,Victoria,VIC,-37.7,143.2167,4
3361,Bradvale,Victoria,VIC,-37.7833,143.4,4
3361,Skipton,Victoria,VIC,-37.686,143.3647,4
3363,Mount Beckworth,Victoria,VIC,-37.3167,143.6833,4
3363,Creswick North,Victoria,VIC,-37.3781,143.8123,3
3363,Dean,Victoria,VIC,-37.45,143.9833,4
3363,Langdons Hill,Victoria,VIC,-37.3781,143.8123,3
3363,Tourello,Victoria,VIC,-37.35,143.7833,4
3363,Creswick,Victoria,VIC,-37.424,143.8947,4
3363,Glendaruel,Victoria,VIC,-37.35,143.7167,4
3364,Kooroocheang,Victoria,VIC,-37.2833,144.0333,4
3364,Werona,Victoria,VIC,-37.25,144.0333,4
3364,Barkstead,Victoria,VIC,-37.45,144.1,4
3364,Mount Prospect,Victoria,VIC,-37.3317,143.9508,3
3364,Ascot,Victoria,VIC,-37.4,143.8,4
3364,Broomfield,Victoria,VIC,-37.3867,143.9119,4
3364,Newlyn,Victoria,VIC,-37.4167,143.9833,4
3364,Glendonald,Victoria,VIC,-37.3333,143.8333,4
3364,Rocklyn,Victoria,VIC,-37.4333,144.05,4
3364,Strathlea,Victoria,VIC,-37.1333,143.9667,4
3364,Allendale,Victoria,VIC,-37.3667,143.9333,4
3364,Cabbage Tree,Victoria,VIC,-37.6967,148.7197,4
3364,Smeaton,Victoria,VIC,-37.3333,143.95,4
3364,Blampied,Victoria,VIC,-37.3667,144.05,4
3364,Ullina,Victoria,VIC,-37.2833,143.9,4
3364,Smokeytown,Victoria,VIC,-37.3317,143.9508,3
3364,Joyces Creek,Victoria,VIC,-37.0833,144.0167,4
3364,Newlyn North,Victoria,VIC,-37.4,144,4
3364,Campbelltown,Victoria,VIC,-37.2,143.95,4
3364,Kingston,Victoria,VIC,-37.35,143.9667,4
3364,Coghills Creek,Victoria,VIC,-37.3833,143.7667,4
3364,Springmount,Victoria,VIC,-37.4167,143.9333,4
3364,Lawrence,Victoria,VIC,-37.3167,143.9,4
3364,Bald Hills,Victoria,VIC,-37.4333,143.85,4
3370,Clunes,Victoria,VIC,-37.2947,143.7864,4
3370,Mount Cameron,Victoria,VIC,-37.2649,143.8566,3
3370,Ullina,Victoria,VIC,-37.2833,143.9,4
3370,Glengower,Victoria,VIC,-37.2167,143.8833,4
3371,Lillicur,Victoria,VIC,-37.2037,143.6586,3
3371,Red Lion,Victoria,VIC,-37.2037,143.6586,3
3371,Evansford,Victoria,VIC,-37.25,143.6333,4
3371,Burnbank,Victoria,VIC,-37.2333,143.6,4
3371,Talbot,Victoria,VIC,-37.1723,143.7017,4
3371,Amherst,Victoria,VIC,-37.15,143.6667,4
3371,Dunach,Victoria,VIC,-37.2167,143.7167,4
3371,Mount Glasgow,Victoria,VIC,-37.2037,143.6586,3
3371,Stony Creek,Victoria,VIC,-38.5833,146.0333,4
3371,Caralulup,Victoria,VIC,-37.2,143.6333,4
3373,Trawalla,Victoria,VIC,-37.4333,143.4667,4
3373,Mena Park,Victoria,VIC,-37.4293,143.3908,3
3373,Lake Goldsmith,Victoria,VIC,-37.55,143.4,4
3373,Nerring,Victoria,VIC,-37.4667,143.4333,4
3373,Raglan,Victoria,VIC,-37.35,143.35,4
3373,Stoneleigh,Victoria,VIC,-37.4293,143.3908,3
3373,Waterloo,Victoria,VIC,-37.3667,143.4167,4
3373,Chute,Victoria,VIC,-37.3333,143.3833,4
3373,Main Lead,Victoria,VIC,-37.3833,143.3667,4
3373,Cross Roads,Victoria,VIC,-37.4293,143.3908,3
3373,Beaufort,Victoria,VIC,-37.43,143.3835,4
3373,Lake Wongan,Victoria,VIC,-37.4293,143.3908,3
3373,Stockyard Hill,Victoria,VIC,-37.55,143.3167,4
3374,Great Western,Victoria,VIC,-37.15,142.85,4
3375,Buangor,Victoria,VIC,-37.3667,143.1667,4
3375,Bayindeen,Victoria,VIC,-37.3167,143.1667,4
3375,Middle Creek,Victoria,VIC,-37.4,143.2333,4
3375,Ballyrogan,Victoria,VIC,-37.4333,143.1333,4
3377,Rocky Point,Victoria,VIC,-37.2626,142.9809,3
3377,Warrak,Victoria,VIC,-37.2667,143.15,4
3377,Rhymney,Victoria,VIC,-37.2667,142.7833,4
3377,Dobie,Victoria,VIC,-37.3167,143.0333,4
3377,Shays Flat,Victoria,VIC,-37.2626,142.9809,3
3377,Mount Cole,Victoria,VIC,-37.25,143.2,4
3377,Crowlands,Victoria,VIC,-37.15,143.1167,4
3377,Mount Cole Creek,Victoria,VIC,-37.2333,143.1333,4
3377,Cathcart,Victoria,VIC,-37.2626,142.9809,3
3377,Langi Logan,Victoria,VIC,-37.35,142.95,4
3377,Denicull Creek,Victoria,VIC,-37.3333,142.9,4
3377,Eversley,Victoria,VIC,-37.2,143.1667,4
3377,Bulgana,Victoria,VIC,-37.2626,142.9809,3
3377,Ararat,Victoria,VIC,-37.2854,142.9273,4
3377,Norval,Victoria,VIC,-37.2667,142.8833,4
3377,Moyston,Victoria,VIC,-37.3,142.7667,4
3377,Rossbridge,Victoria,VIC,-37.2626,142.9809,3
3377,Dunneworthy,Victoria,VIC,-37.2,143.0667,4
3377,Maroona,Victoria,VIC,-37.4167,142.8667,4
3377,Great Western,Victoria,VIC,-37.15,142.85,4
3377,Armstrong,Victoria,VIC,-37.2167,142.9,4
3378,Yalla-Y-Poora,Victoria,VIC,-37.5333,143.0667,4
3378,Tatyoon,Victoria,VIC,-37.5167,142.95,4
3379,Chatsworth,Victoria,VIC,-37.858,142.6511,4
3379,Bornes Hill,Victoria,VIC,-37.6717,142.6812,3
3379,Willaura North,Victoria,VIC,-37.6717,142.6812,3
3379,Mafeking,Victoria,VIC,-37.6717,142.6812,3
3379,Stavely,Victoria,VIC,-37.6,142.6167,4
3379,Wickliffe,Victoria,VIC,-37.6833,142.7167,4
3379,Willaura,Victoria,VIC,-37.5454,142.7404,4
3380,Stawell,Victoria,VIC,-37.0563,142.7809,4
3380,Stawell West,Victoria,VIC,-37.0563,142.7809,3
3381,Bellellen,Victoria,VIC,-37.0132,142.692,3
3381,Bellfield,Victoria,VIC,-37.7531,145.0385,4
3381,Lubeck,Victoria,VIC,-36.7333,142.5667,4
3381,Mount Dryden,Victoria,VIC,-37.0132,142.692,3
3381,Mokepilly,Victoria,VIC,-37.0132,142.692,3
3381,Black Range,Victoria,VIC,-37.0132,142.692,3
3381,Pomonal,Victoria,VIC,-37.1917,142.6076,4
3381,Lake Lonsdale,Victoria,VIC,-37.0333,142.5833,4
3381,Lake Fyans,Victoria,VIC,-37.0132,142.692,3
3381,Halls Gap,Victoria,VIC,-37.1365,142.5185,4
3381,Campbells Bridge,Victoria,VIC,-36.9333,142.7833,4
3381,Illawarra,Victoria,VIC,-37.0667,142.7,4
3381,Barkly,Victoria,VIC,-36.9333,143.2,4
3381,Fyans Creek,Victoria,VIC,-37.0864,142.5558,4
3384,Joel South,Victoria,VIC,-37.1333,143.0667,4
3384,Wattle Creek,Victoria,VIC,-36.9833,143.1167,4
3384,Landsborough,Victoria,VIC,-37.0167,143.15,4
3384,Barkly,Victoria,VIC,-36.9333,143.2,4
3384,Concongella,Victoria,VIC,-36.9972,143.1028,3
3384,Joel Joel,Victoria,VIC,-37.0167,142.9833,4
3384,Navarre,Victoria,VIC,-36.9,143.1,4
3384,Frenchmans,Victoria,VIC,-36.9972,143.1028,3
3384,Tulkara,Victoria,VIC,-36.9972,143.1028,3
3384,Landsborough West,Victoria,VIC,-36.9972,143.1028,3
3385,Lubeck,Victoria,VIC,-36.7333,142.5667,4
3385,Dadswells Bridge,Victoria,VIC,-36.9,142.5167,4
3385,Roses Gap,Victoria,VIC,-36.8733,142.6233,3
3385,Riachella,Victoria,VIC,-36.8733,142.6233,3
3385,Deep Lead,Victoria,VIC,-37.0167,142.7333,4
3385,Wal Wal,Victoria,VIC,-36.8167,142.6167,4
3385,Glenorchy,Victoria,VIC,-36.9,142.6833,4
3385,Ledcourt,Victoria,VIC,-36.8733,142.6233,3
3387,Morrl Morrl,Victoria,VIC,-36.85,142.9333,4
3387,Marnoo,Victoria,VIC,-36.65,142.8833,4
3387,Callawadda,Victoria,VIC,-36.8,142.8,4
3387,Wallaloo,Victoria,VIC,-36.7167,142.8833,4
3387,Kanya,Victoria,VIC,-36.7667,143,4
3387,Wallaloo East,Victoria,VIC,-36.7833,142.9333,4
3387,Bolangum,Victoria,VIC,-36.8042,142.8958,3
3387,Campbells Bridge,Victoria,VIC,-36.9333,142.7833,4
3387,Germania,Victoria,VIC,-36.8042,142.8958,3
3387,Greens Creek,Victoria,VIC,-36.9333,142.95,4
3387,Marnoo West,Victoria,VIC,-36.8042,142.8958,3
3388,Banyena,Victoria,VIC,-36.5667,142.8333,4
3388,Rupanyup,Victoria,VIC,-36.6285,142.6315,4
3390,Kewell,Victoria,VIC,-36.5,142.4167,4
3390,Murtoa,Victoria,VIC,-36.6201,142.4668,4
3391,Brim,Victoria,VIC,-36.0833,142.4167,4
3392,Sheep Hills,Victoria,VIC,-36.3333,142.55,4
3392,Minyip,Victoria,VIC,-36.4596,142.5878,4
3392,Boolite,Victoria,VIC,-36.35,142.6667,4
3393,Crymelon,Victoria,VIC,-36.2043,142.3909,3
3393,Kellalac,Victoria,VIC,-36.3808,142.4012,4
3393,Willenabrina,Victoria,VIC,-36.0667,142.2,4
3393,Wilkur,Victoria,VIC,-36.0667,142.6167,4
3393,Bangerang,Victoria,VIC,-36.2,142.5833,4
3393,Warracknabeal,Victoria,VIC,-36.2533,142.3928,4
3393,Lah,Victoria,VIC,-36.1333,142.45,4
3393,Aubrey,Victoria,VIC,-36.2333,142.2333,4
3393,Cannum,Victoria,VIC,-36.3,142.25,4
3395,Kenmare,Victoria,VIC,-35.9167,142.1667,4
3395,Beulah,Victoria,VIC,-35.9378,142.4222,4
3395,Reedy Dam,Victoria,VIC,-35.9667,142.65,4
3395,Rosebery,Victoria,VIC,-35.8167,142.4167,4
3396,Hopetoun,Victoria,VIC,-35.727,142.3663,4
3400,Horsham,Victoria,VIC,-36.7113,142.1998,4
3401,Kalkee,Victoria,VIC,-36.5333,142.2333,4
3401,Quantong,Victoria,VIC,-36.7333,142.0167,4
3401,Nurcoung,Victoria,VIC,-36.7333,141.6833,4
3401,Wallup,Victoria,VIC,-36.35,142.25,4
3401,Laharum,Victoria,VIC,-36.7821,142.1128,3
3401,St Helens Plains,Victoria,VIC,-36.8,142.3833,4
3401,Dooen,Victoria,VIC,-36.6667,142.2833,4
3401,Mockinya,Victoria,VIC,-36.9667,142.15,4
3401,Zumsteins,Victoria,VIC,-36.7821,142.1128,3
3401,Nurrabiel,Victoria,VIC,-36.9167,142.05,4
3401,Murra Warra,Victoria,VIC,-36.7821,142.1128,3
3401,Telangatuk East,Victoria,VIC,-37.0833,141.9667,4
3401,Drung,Victoria,VIC,-36.7167,142.3333,4
3401,Lower Norton,Victoria,VIC,-36.7667,142.1,4
3401,Haven,Victoria,VIC,-36.7607,142.1943,4
3401,Toolondo,Victoria,VIC,-36.9833,141.9333,4
3401,Kanagulk,Victoria,VIC,-37.1333,141.8667,4
3401,Longerenong,Victoria,VIC,-36.6667,142.4,4
3401,Rocklands,Victoria,VIC,-36.7717,141.9796,3
3401,Gymbowen,Victoria,VIC,-36.7333,141.6,4
3401,Vectis,Victoria,VIC,-36.7821,142.1128,3
3401,Wartook,Victoria,VIC,-37.0239,142.3385,4
3401,Riverside,Victoria,VIC,-36.7717,141.9796,3
3401,Brimpaen,Victoria,VIC,-37.0333,142.2,4
3401,Cherrypool,Victoria,VIC,-37.1,142.1833,4
3401,Blackheath,Victoria,VIC,-36.4667,142.25,4
3401,Wonwondah,Victoria,VIC,-36.7821,142.1128,3
3401,Mckenzie Creek,Victoria,VIC,-36.8,142.1833,4
3401,Bungalally,Victoria,VIC,-36.8,142.25,4
3401,Karnak,Victoria,VIC,-36.8667,141.5,4
3401,Jung,Victoria,VIC,-36.6167,142.3667,4
3401,Wail,Victoria,VIC,-36.5,142.1,4
3401,Pimpinio,Victoria,VIC,-36.5833,142.1167,4
3402,Horsham,Victoria,VIC,-36.7113,142.1998,4
3407,Englefield,Victoria,VIC,-37.3167,141.8333,4
3407,Vasey,Victoria,VIC,-37.3667,141.8833,4
3407,Balmoral,Victoria,VIC,-37.25,141.85,4
3407,Pigeon Ponds,Victoria,VIC,-37.3,141.6833,4
3407,Gatum,Victoria,VIC,-37.4167,141.9333,4
3409,Natimuk,Victoria,VIC,-36.7403,141.9452,4
3409,Grass Flat,Victoria,VIC,-36.86,141.7958,3
3409,Clear Lake,Victoria,VIC,-36.9333,141.8667,4
3409,Arapiles,Victoria,VIC,-36.7333,141.85,4
3409,Mitre,Victoria,VIC,-36.7333,141.7833,4
3409,Duchembegarra,Victoria,VIC,-36.86,141.7958,3
3409,Noradjuha,Victoria,VIC,-36.8333,141.9667,4
3409,Douglas,Victoria,VIC,-37.0333,141.7333,4
3409,Wombelano,Victoria,VIC,-37,141.6,4
3409,Jilpanger,Victoria,VIC,-36.86,141.7958,3
3409,Tooan,Victoria,VIC,-36.8,141.7833,4
3409,Miga Lake,Victoria,VIC,-36.9333,141.6333,4
3412,Goroke,Victoria,VIC,-36.7179,141.4731,4
3413,Neuarpurr,Victoria,VIC,-36.7667,141.0833,4
3413,Ozenkadnook,Victoria,VIC,-36.85,141.3333,4
3413,Minimay,Victoria,VIC,-36.7167,141.1833,4
3413,Peronne,Victoria,VIC,-36.7333,141.3833,4
3414,Antwerp,Victoria,VIC,-36.3,142.05,4
3414,Dimboola,Victoria,VIC,-36.4562,142.0329,4
3414,Tarranyurk,Victoria,VIC,-36.2167,142.05,4
3415,Miram,Victoria,VIC,-36.3667,141.35,4
3418,Gerang Gerung,Victoria,VIC,-36.3594,141.8555,4
3418,Nhill,Victoria,VIC,-36.3333,141.6501,4
3418,Kiata,Victoria,VIC,-36.3667,141.8,4
3418,Lawloit,Victoria,VIC,-36.4167,141.4667,4
3418,Broughton,Victoria,VIC,-36.1667,141.35,4
3418,Lorquon,Victoria,VIC,-36.1667,141.75,4
3418,Little Desert,Victoria,VIC,-36.4956,141.7474,4
3418,Yanac,Victoria,VIC,-36.1333,141.4333,4
3418,Glenlee,Victoria,VIC,-36.2167,141.85,4
3418,Netherby,Victoria,VIC,-36.1167,141.65,4
3419,Kaniva,Victoria,VIC,-36.3786,141.2422,4
3420,Telopea Downs,Victoria,VIC,-36.375,141.0583,3
3420,Serviceton,Victoria,VIC,-36.3833,140.9833,4
3420,Lillimur,Victoria,VIC,-36.3667,141.1333,4
3423,Jeparit,Victoria,VIC,-36.1425,141.9882,4
3424,Yaapeet,Victoria,VIC,-35.7667,142.05,4
3424,Albacutya,Victoria,VIC,-35.8167,142,4
3424,Rainbow,Victoria,VIC,-35.8958,141.9979,4
3427,Diggers Rest,Victoria,VIC,-37.626,144.7188,4
3428,Bulla,Victoria,VIC,-37.6384,144.8074,4
3429,Sunbury,Victoria,VIC,-37.5774,144.7261,4
